# dev weight-fit surface. fitted_on=dev fit_rhos=(0.95, 1.05) split=e7b5934392cd label_version=v8 sla_high=30.0 sla_med=120.0 sla_low=480.0 agents=5 service_mean=8.0min tickets_per_rep=1000 generated_by=run_system_eval.py
w_priority,w_sentiment,w_intent,alpha,rel_tardiness,high_mean_wait,low_p95_wait
0.0,0.85,0.15,8.0,0.015293687728760016,2.465731613851079,247.48701671421
0.0,0.85,0.15,16.0,0.014079804220683695,2.568221084722705,236.7179321681458
0.0,0.9,0.1,0.0,0.02383790890121537,2.300035773369341,303.91246797152354
0.0,0.9,0.1,0.5,0.022613994229594692,2.340873203998322,296.6599514077213
0.0,0.9,0.1,1.0,0.0207429100188761,2.394099724937297,282.59914655822854
0.0,0.9,0.1,2.0,0.019666344486159792,2.3611901232339942,270.84847947266735
0.0,0.9,0.1,4.0,0.017695069788299187,2.49756305160816,257.1311320441327
0.0,0.9,0.1,8.0,0.016291600888816885,2.5857095338698843,245.04250925445785
0.0,0.9,0.1,16.0,0.014948824584398787,2.691963497651115,234.28353655985498
0.0,0.95,0.05,0.0,0.02451706963312721,2.6724397813298952,303.4538594456536
0.0,0.95,0.05,0.5,0.023419331676964316,2.768907101642513,294.74007777262165
0.0,0.95,0.05,1.0,0.022088661729552664,2.7693801871331494,282.33100754907076
0.0,0.95,0.05,2.0,0.02060574954093009,2.8631142188145,268.47011814883825
0.0,0.95,0.05,4.0,0.018940906443460647,2.806801397254373,254.72279607651083
0.0,0.95,0.05,8.0,0.017089261575267783,3.080453886432713,244.22971000904786
0.0,0.95,0.05,16.0,0.015884210096022523,3.503514641436053,231.22186977029014
